date,open,high,low,close,volume,sma5,sma10,sma20,sma60,sma120,sma200,ema12,ema26,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,stoch_k,stoch_d,atr14,roc12
2023-09-18,45.5,45.5,44.55,44.65,10059286,45.309999999999995,45.875,46.425,49.71,46.307500000000005,,45.928109456395916,47.22361169468567,36.19218172512354,-1.2955022382897567,-1.2885184448385338,-0.006983793451222908,46.425,48.73919532451351,44.110804675486484,16.249999999999964,34.16666666666668,1.580650155148698,-3.8751345532831105
2023-09-19,44.7,45.0,43.35,43.4,14965826,44.91,45.495000000000005,46.1,49.674166666666665,46.34291666666666,,45.539169540027316,46.94038119878303,32.01354511417934,-1.401211658755713,-1.3110570876219698,-0.09015457113374326,46.1,48.18518584303661,44.014814156963396,1.0752688172042404,20.358422939068067,1.5856037154952196,-6.364617044228704
2023-09-20,43.4,44.05,43.05,43.15,10939325,44.53,45.075,45.864999999999995,49.651666666666664,46.37749999999999,,45.171604995407726,46.6596122210954,31.236760686724523,-1.4880072256876744,-1.3464471152351107,-0.14156011045256367,45.864999999999995,48.15740048857094,43.57259951142905,2.020202020202048,6.4484902791354175,1.5437748786741325,-5.991285403050107
2023-09-21,43.2,43.25,42.1,42.6,12443772,43.91,44.635000000000005,45.64,49.623333333333335,46.41375,,44.77597345765269,46.35890020471796,29.538654611474286,-1.5829267470652724,-1.3937430416011432,-0.18918370546412921,45.64,48.2628991593274,43.017100840672605,8.474576271186443,3.8566823695309105,1.5156481016259802,-9.745762711864414
2023-09-22,42.6,43.6,42.25,43.5,9530903,43.46,44.404999999999994,45.4725,49.61333333333334,46.45791666666666,,44.57966984878305,46.1471298191833,35.69868925441065,-1.5674599704002503,-1.4284864273609648,-0.13897354303928555,45.4725,48.19104280819714,42.753957191802854,23.728813559322017,11.407863950236836,1.5038160943669818,-8.130939809926085
2023-09-25,43.55,43.85,43.15,43.45,5758576,43.220000000000006,44.265,45.3275,49.563333333333325,46.50125,,44.40587448743181,45.94734242516972,35.512938319395104,-1.541467937737913,-1.4510827294363544,-0.0903852083015586,45.3275,48.150702968261484,42.50429703173852,22.88135593220342,18.36158192090396,1.4464006590550549,-7.5531914893617
2023-09-26,43.5,43.95,43.15,43.2,5652828,43.18,44.045,45.160000000000004,49.468333333333334,46.53999999999999,,44.22035533551922,45.74383557886085,34.54506300160101,-1.5234802433416306,-1.4655622322174098,-0.05791801112422079,45.160000000000004,48.06939856327739,42.25060143672262,18.644067796610198,21.751412429378547,1.4002291834082656,-5.676855895196498
2023-09-27,43.1,43.35,42.7,43.1,5347274,43.17,43.85,44.9925,49.33833333333334,46.580416666666665,,44.047992976208576,45.54799590635264,34.14420141401608,-1.5000029301440634,-1.4724503718027406,-0.027552558341322753,44.9925,47.97046490912847,42.01453509087153,16.949152542372886,19.491525423728834,1.3466413845933896,-3.9018952062430334
2023-09-28,43.45,44.35,43.4,43.7,9000974,43.39,43.65,44.855000000000004,49.173333333333325,46.62125,,43.99445559525341,45.411107320696885,38.737641924671024,-1.4166517254434723,-1.4612906425308871,0.04463891708741485,44.855000000000004,47.80489830333193,41.905101696668076,27.11864406779664,20.903954802259907,1.3397384285510046,-3.7444933920704804
2023-10-02,44.55,45.8,44.4,45.45,18732114,43.78,43.62,44.81,49.060833333333335,46.67583333333333,,44.21838550367597,45.41398825990452,49.74732342972875,-1.1956027562285527,-1.4081530652704204,0.21255030904186767,44.81,47.694024965217984,41.92597503478202,56.779661016949184,33.61581920903957,1.3940428265116467,0.8879023307436285
2023-10-03,45.2,45.3,44.2,44.2,11325287,43.93,43.575,44.725,48.9125,46.71833333333334,,44.2155569646489,45.324063203615296,43.70542962523123,-1.1085062389663989,-1.3482237000096162,0.23971746104321734,44.725,47.5755262672006,41.8744737327994,49.41176470588238,44.436689930209404,1.3837540531893862,-3.2822757111597323
2023-10-04,43.65,44.0,43.25,43.85,6000043,44.06,43.620000000000005,44.5575,48.791666666666664,46.75416666666667,,44.15931743162599,45.21487333668083,42.1613812131241,-1.0555559050548382,-1.2896901410186608,0.23413423596382255,44.5575,47.192129955041246,41.92287004495875,41.1764705882353,49.122632103688964,1.352771620818716,-4.1530054644808745
2023-10-05,44.35,44.8,44.0,44.3,5899287,44.3,43.735,44.404999999999994,48.68833333333334,46.80083333333334,,44.180960903683534,45.14710494137114,44.85869642142714,-0.9661440376876058,-1.2249809203524498,0.25883688266484395,44.404999999999994,46.70758550329855,42.102414496701435,51.76470588235284,47.45098039215684,1.3240022193316645,-0.7838745800671898
2023-10-06,44.7,44.7,43.6,43.7,6238851,44.3,43.845,44.239999999999995,48.55333333333333,46.846666666666664,,44.10696691850145,45.03991198275106,42.043333719214964,-0.9329450642496084,-1.1665737491318815,0.23362868488227306,44.239999999999995,46.2263534428698,42.25364655713019,43.243243243243334,45.394806571277165,1.3080020608079743,0.691244239631339
2023-10-11,44.1,44.15,42.35,42.35,10075466,43.68,43.730000000000004,44.0675,48.42583333333334,46.8625,,43.83666431565507,44.840659243288016,36.493605911975024,-1.0039949276329452,-1.1340579848320942,0.130063057199149,44.0675,46.08102303190224,42.053976968097764,6.756756756756764,33.92156862745098,1.3431447707502617,-1.8539976825028948
2023-10-12,43.65,44.65,43.05,43.45,15095002,43.53,43.730000000000004,43.997499999999995,48.29666666666667,46.89416666666667,,43.777177497861985,44.737647447488904,43.08591955444178,-0.9604699496269191,-1.0993403777910593,0.1388704281641402,43.997499999999995,45.99461667160454,42.00038332839545,36.48648648648657,28.82882882882889,1.4114915728395285,1.9953051643192499
2023-10-13,43.4,43.85,42.7,42.8,7683072,43.32,43.690000000000005,43.8675,48.075,46.8875,,43.62684249819091,44.59411800693417,40.41611005565718,-0.9672755087432563,-1.0729274039814987,0.10565189523824237,43.8675,45.82051689700854,41.91448310299146,18.918918918918827,20.72072072072072,1.3928136033509908,-1.6091954022988575
2023-10-16,42.6,42.6,40.85,41.45,16351860,42.75000000000001,43.525,43.6875,47.8875,46.86541666666667,,43.29194365231539,44.3612203767909,35.496451692573686,-1.0692767244755075,-1.0721972680803005,0.002920543604792991,43.6875,45.826161964874515,41.548838035125485,12.12121212121216,22.508872508872518,1.4326126316830627,-4.602991944764101
2023-10-17,41.8,42.1,40.6,40.7,9426454,42.15,43.225,43.4375,47.64916666666667,46.841249999999995,,42.89318309042071,44.09001886739898,33.086835649758356,-1.1968357769782685,-1.0971249698598942,-0.09971080711837432,43.4375,45.73942853929069,41.13557146070931,1.923076923076952,10.98773598773598,1.4374260151342726,-5.7870370370370345
2023-10-18,40.8,40.85,39.8,39.95,11215811,41.67,42.675,43.1475,47.40833333333333,46.794999999999995,,42.44038569189445,43.78335080314721,30.83280110032038,-1.3429651112527594,-1.1462929981384673,-0.1966721131142921,43.1475,45.66254970129838,40.63245029870162,2.5000000000000946,5.514763014763069,1.4097527283389677,-7.308584686774944
2023-10-19,39.8,40.3,39.3,39.7,9867514,40.92,42.22500000000001,42.9,47.181666666666665,46.767500000000005,,42.01878789314146,43.48088037328445,30.09678242885306,-1.4620924801429922,-1.2094528945393723,-0.2526395856036199,42.9,45.729487586118935,40.07051241388106,6.153846153846241,3.525641025641096,1.3804846763147558,-9.153318077803208
2023-10-20,39.7,39.7,38.6,39.4,9682385,40.24,41.78,42.7,46.97666666666667,46.739583333333336,,41.61589744804277,43.178592938226345,29.19611019588251,-1.5626954901835717,-1.2801014136682123,-0.2825940765153594,42.7,45.90093736271132,39.49906263728869,11.111111111111079,6.588319088319139,1.3604500565779876,-13.311331133113324
2023-10-23,39.15,40.15,38.9,39.5,6354458,39.85,41.3,42.517500000000005,46.77166666666667,46.70666666666667,,41.2903747637285,42.9061045724318,29.94864514338495,-1.6157298087032999,-1.3472270926752299,-0.26850271602806997,42.517500000000005,45.998918532725035,39.036081467274975,12.499999999999988,9.921652421652436,1.352560766822417,-10.633484162895934
2023-10-24,39.75,40.05,39.25,40.0,5507096,39.71,40.93,42.3875,46.575,46.6875,,41.091855569308734,42.69083756706648,33.74067089253161,-1.5989819977577469,-1.3975780736917334,-0.20140392406601348,42.3875,46.03700339087408,38.73799660912593,20.895522388059693,14.835544499723587,1.3130921406208158,-8.779931584948697
2023-10-25,40.25,40.4,39.7,39.7,5581285,39.660000000000004,40.665,42.197500000000005,46.330000000000005,46.65833333333333,,40.87772394326124,42.46929404358008,32.60038588856074,-1.5915701003188403,-1.436376479017155,-0.15519362130168535,42.197500000000005,45.98847283029059,38.40652716970942,17.741935483871003,17.04581929064356,1.269299844862186,-10.38374717832956
2023-10-26,39.1,39.4,38.8,38.95,5058535,39.510000000000005,40.214999999999996,41.972500000000004,46.064166666666665,46.63208333333333,,40.581151028913354,42.20860559590748,29.88152407196786,-1.6274545669941247,-1.474592096612549,-0.15286247038157574,41.972500000000004,45.96805690736617,37.97694309263384,5.645161290322608,14.760873054084435,1.2429212845148874,-10.869565217391308
2023-10-27,39.1,39.2,38.5,38.55,6055768,39.339999999999996,39.79,41.739999999999995,45.781666666666666,46.60125,,40.26866625523438,41.93759777398841,28.51558871064813,-1.6689315187540288,-1.513459981040845,-0.1554715377131839,41.739999999999995,45.957771923658456,37.522228076341534,0.8064516129031796,8.064516129032263,1.2041411927638241,-8.972845336481704
2023-10-30,38.6,39.95,38.6,39.2,5943728,39.28,39.565,41.545,45.531666666666666,46.580416666666665,,40.1042560621214,41.73481275369297,33.81045331528155,-1.6305566915715701,-1.53687932314699,-0.09367736842458019,41.545,45.85288811368188,37.237111886318125,11.38211382113826,5.944575574788016,1.2181311075664085,-9.781357882623709
2023-10-31,39.65,39.75,38.0,38.0,8939997,38.88,39.295,41.260000000000005,45.311666666666675,46.5425,,39.78052436025657,41.45815995712312,29.47051277417637,-1.6776355968665513,-1.5650305778909024,-0.1126050189756489,41.260000000000005,45.71169630590427,36.80830369409574,0.0,4.062855144680479,1.2561217427402365,-11.214953271028028
2023-11-01,38.5,38.6,37.55,38.0,5818691,38.54,39.1,40.8875,45.07333333333334,46.51875,,39.50659753560171,41.20199996029919,29.47051277417637,-1.6954024246974768,-1.5911049472522174,-0.10429747744525941,40.8875,45.11560536765604,36.65939463234397,7.142857142857183,6.174990321331815,1.2413987611159343,-8.323281061519905
2023-11-02,38.5,39.0,38.35,38.6,5435215,38.47,38.989999999999995,40.6075,44.806666666666665,46.50625,,39.367120991662986,41.00925922249925,34.356621032183824,-1.6421382308362666,-1.6013116039690274,-0.04082662686723926,40.6075,44.65907685352282,36.555923146477184,20.79207920792086,9.311645450259348,1.2241559924647962,-5.1597051597051635
2023-11-03,39.05,39.5,38.7,38.8,5502899,38.52,38.93,40.355000000000004,44.54833333333333,46.50625,,39.27987160833022,40.84561039120301,35.949484016636475,-1.565738782872792,-1.5941970397497804,0.02845825687698844,40.355000000000004,44.19047910957705,36.51952089042296,27.472527472527446,18.4691546077685,1.201001993003025,-2.8785982478097716
2023-11-06,39.1,39.6,39.1,39.55,5165568,38.589999999999996,38.935,40.1175,44.32583333333333,46.50625,,39.32142982243326,40.7496392511139,41.66592541446977,-1.4282094286806384,-1.5609995175359521,0.13279008885531374,40.1175,43.509000405425596,36.725999594574404,60.60606060606053,36.29022242883628,1.1723589935028091,-0.37783375314862644
2023-11-07,39.55,39.85,39.2,39.2,4869992,38.83,38.855000000000004,39.8925,44.13083333333334,46.50833333333333,,39.30274831128968,40.63485115843879,39.87729631249156,-1.332102847149109,-1.5152201834585834,0.18311733630947447,39.8925,42.87600046086841,36.908999539131585,57.89473684210543,48.65777497356447,1.135047636824037,-0.50761421319796
2023-11-08,39.65,40.2,39.3,39.55,6778289,39.14,38.84,39.7525,43.94166666666667,46.51083333333334,,39.340787032629734,40.55449181336925,42.533952019656276,-1.2137047807395192,-1.4549171029147707,0.24121232217525157,39.7525,42.516279115631725,36.98872088436827,70.17543859649119,62.892078681552384,1.1254013770508915,0.12658227848101333
2023-11-09,39.75,39.75,38.9,39.0,4181043,39.22,38.845000000000006,39.53,43.77333333333333,46.50291666666667,,39.288358258379006,40.4393442716382,39.5746253162827,-1.1509860132591925,-1.3941308849836551,0.24314487172446264,39.53,41.72531318950217,37.334686810497836,50.877192982456215,59.64912280701761,1.1057298501186852,-2.500000000000002
2023-11-10,39.0,39.3,38.75,39.1,3805942,39.279999999999994,38.9,39.345,43.57833333333334,46.47708333333333,,39.259380064782235,40.340133584850186,40.38674863255953,-1.080753520067951,-1.3314554120005144,0.2507018919325634,39.345,40.95151797375635,37.738482026243645,54.385964912280826,58.47953216374274,1.0660348608244932,-1.5113350125944613
2023-11-13,38.1,38.55,37.0,38.4,13971959,39.05,38.82,39.1925,43.375,46.44291666666667,,39.12716774712343,40.1964199859724,36.67129692914106,-1.0692522388489678,-1.2790147773702052,0.20976253852123738,39.1925,40.52676946304046,37.858230536959546,41.17647058823527,48.8132094943241,1.1398895136227438,-1.412066752246477
2023-11-14,38.05,38.2,37.05,37.15,17466665,38.64,38.735,39.015,43.12916666666667,46.388333333333335,,38.82298809371982,39.97075924627074,31.158781143303557,-1.1477711525509164,-1.2527660524063475,0.10499489985543109,39.015,40.44121877704731,37.58878122295269,4.687499999999951,33.416645166838684,1.1548974055068337,-3.6316472114137466
2023-11-15,37.5,38.6,37.5,38.35,16118284,38.4,38.77,38.934999999999995,42.931666666666665,46.34375,,38.750220694686,39.85070300580624,40.4183731282794,-1.1004823111202384,-1.2223093041491258,0.12182699302888733,38.934999999999995,40.32139821119415,37.54860178880584,42.18750000000001,29.350490196078407,1.1759761622563458,-2.168367346938782
2023-11-16,38.7,39.65,38.65,39.45,16032069,38.49,38.855000000000004,38.9225,42.749166666666675,46.306666666666665,,38.85787904934969,39.821021301672445,47.402392164462555,-0.9631422523227542,-1.1704758937838515,0.20733364146109734,38.9225,40.28539214540343,37.55960785459657,76.56250000000001,41.14583333333332,1.1848350078094638,3.815789473684217
2023-11-17,39.5,39.7,38.6,38.95,11939999,38.46,38.87,38.9,42.56666666666667,46.26875,,38.87205150329589,39.75650120525226,44.83007494775724,-0.8844497019563704,-1.1132706554183553,0.22882095346198494,38.9,40.24536240470825,37.554637595291744,60.937500000000036,59.89583333333335,1.1787753643945023,2.5000000000000133
2023-11-20,38.95,39.6,38.6,39.45,8926486,38.67,38.86,38.897499999999994,42.42666666666667,46.24625,,38.96096665663499,39.73379741227061,47.876182043443734,-0.7728307556356242,-1.0451826754618092,0.272351919826185,38.897499999999994,40.238572332129166,37.55642766787082,76.56250000000001,71.35416666666669,1.1660056955091807,2.2020725388601115
2023-11-21,39.7,40.9,39.5,40.7,23670339,39.38,39.010000000000005,38.932500000000005,42.32000000000001,46.218333333333334,,39.22851024792191,39.80536797432464,54.62170521396571,-0.5768577264027286,-0.9515176856499932,0.3746599592472646,38.932500000000005,40.41583239700425,37.44916760299576,94.87179487179498,77.45726495726501,1.1862910029728104,4.89690721649485
2023-11-22,41.4,44.75,41.2,44.1,107621711,40.53000000000001,39.464999999999996,39.1525,42.274166666666666,46.2225,,39.977970209780075,40.123488865115405,67.09528564006713,-0.14551865533533004,-0.7903178795870606,0.6447992242517305,39.1525,41.84126830537745,36.46373169462256,91.61290322580646,87.68239936586714,1.3908416456176096,11.50442477876108
2023-11-23,44.25,45.85,43.6,43.75,116486877,41.39,39.94,39.3925,42.23083333333333,46.21208333333333,,40.558282485198525,40.3921193195513,65.1111465507291,0.16616316564722666,-0.5990216705402032,0.7651848361874298,39.3925,42.741869343623094,36.0431306563769,76.27118644067795,87.58529484609312,1.4522100995020661,11.607142857142838
2023-11-24,43.85,44.35,42.85,43.7,32546842,42.34,40.4,39.65,42.183333333333344,46.19833333333334,43.884750000000004,41.04162364132183,40.637147518103056,64.81626287078537,0.404476123218771,-0.3983221117884084,0.8027982350071794,39.65,43.460774199556056,35.83922580044394,75.70621468926555,81.19676811858332,1.455623663823347,10.493046776232639
2023-11-27,43.75,44.1,42.2,42.3,22884500,42.910000000000004,40.79,39.805,42.11416666666666,46.135416666666664,43.90625,41.23522000419539,40.76032177602135,57.028226434702674,0.47489822817404104,-0.22367804379591852,0.6985762719699595,39.805,43.77865071439376,35.83134928560624,59.88700564971748,70.62146892655366,1.487364830693108,8.461538461538453
2023-11-28,42.25,42.45,41.7,41.8,17866270,43.13,41.255,39.995,42.03666666666667,46.05708333333334,43.92375,41.32210923431918,40.837334977797546,54.50915718447256,0.4847742565216322,-0.08198758373240837,0.5667618402540405,39.995,43.96865071439375,36.02134928560624,54.23728813559318,63.276836158192076,1.4346959142150288,6.9053708439897665
2023-11-29,42.0,42.4,41.4,41.65,13008682,42.64,41.584999999999994,40.177499999999995,41.95833333333334,45.994166666666665,43.940250000000006,41.37255396750084,40.897532386849576,53.74219912923774,0.47502158065126565,0.029414249144326433,0.4456073315069392,40.177499999999995,44.102863040535475,36.252136959464515,52.54237288135591,55.55555555555552,1.4036462060568125,8.463541666666675
2023-11-30,42.0,42.45,41.4,41.9,16120021,42.269999999999996,41.83,40.342499999999994,41.891666666666666,45.9425,43.9605,41.45369951096225,40.97178924708294,54.88163255593165,0.481910263879314,0.11991345209132397,0.36199681178799004,40.342499999999994,44.26618130714025,36.41881869285974,55.367231638418055,54.048964218455716,1.3783857627670404,12.786002691790044
2023-12-01,42.05,42.9,41.8,42.1,18186489,41.95,42.144999999999996,40.5075,41.806666666666665,45.9,43.98675,41.5531303554296,41.05536041396569,55.81922050776818,0.49776994146391473,0.19548474996584211,0.30228519149807265,40.5075,44.43538429055666,36.57961570944334,57.38636363636366,55.098656052045875,1.3585010654265377,9.778357235984348
2023-12-04,42.3,42.6,41.15,41.25,13984803,41.739999999999995,42.325,40.5925,41.705000000000005,45.844583333333325,43.99925,41.50649491613274,41.06977816107934,50.97127477405233,0.43671675505339635,0.243731150983353,0.19298560407004337,40.5925,44.50737866989538,36.67762133010462,44.91017964071855,52.554591638500085,1.3650367036103568,4.562737642585546
2023-12-05,41.15,41.9,40.7,41.6,10983235,41.7,42.415,40.7125,41.615,45.794583333333335,44.018249999999995,41.52088031365078,41.10905385285124,52.789494781639924,0.41182646079953855,0.2773502129465901,0.13447624785294843,40.7125,44.59629646737593,36.82870353262407,41.37931034482759,47.89195120730327,1.3532483676381881,6.803594351732989
2023-12-06,42.75,42.75,41.5,41.5,11374940,41.67,42.155,40.81,41.54333333333334,45.744166666666665,44.03875,41.517667957704504,41.13801282671411,52.19392530786123,0.3796551309903933,0.29781119655535077,0.08184393443504251,40.81,44.67000000000023,36.949999999999775,39.999999999999986,42.09649666184871,1.3458734842354605,5.196451204055763
2023-12-07,41.5,42.65,41.4,41.8,11614377,41.65,41.96,40.95,41.49249999999999,45.700833333333335,44.06375,41.561103656519194,41.187048913624174,53.87515025802669,0.3740547428950194,0.3130599058232845,0.060994837071734864,40.95,44.73972294501876,37.16027705498124,44.1379310344827,41.83908045977009,1.3390253782186419,2.7027027027026973
2023-12-08,42.25,42.45,41.7,41.75,7246481,41.58,41.765,41.082499999999996,41.431666666666665,45.645,44.08775000000001,41.59016463243932,41.228748994096456,53.53721620345258,0.36141563834286217,0.32273105232720006,0.038684586015662104,41.082499999999996,44.78861319309079,37.3763868069092,35.433070866141726,39.85700063354147,1.2969521369173103,-5.328798185941041
2023-12-11,42.5,43.15,42.0,42.0,20158208,41.73,41.735,41.2625,41.380833333333335,45.597500000000004,44.1105,41.65321622744865,41.28587869823746,55.05523539628434,0.36733752921119134,0.3316523477039983,0.03568518150719302,41.2625,44.77460407021227,37.750395929787736,25.242718446601895,34.937906782408774,1.3043126985660738,-4.0000000000000036
2023-12-12,42.25,42.35,41.25,41.25,10679767,41.660000000000004,41.68,41.467499999999994,41.306666666666665,45.5525,44.1275,41.59118296168732,41.283221016886536,49.7987395634372,0.30796194480078753,0.3269142671233562,-0.01895232232256866,41.467499999999994,44.431327761527555,38.50367223847243,10.679611650485384,23.785133654409666,1.2897189343827828,-5.606407322654472
2023-12-13,41.45,41.45,40.05,40.05,19484601,41.37,41.52,41.5525,41.21166666666667,45.495416666666664,44.13775,41.3540778906585,41.191871311931976,42.76354563987315,0.16220657872652566,0.2939727294439901,-0.13176615071746445,41.5525,44.23829131728462,38.866708682715384,0.0,11.974110032362427,1.2975961533554417,-5.319148936170215
2023-12-14,40.5,40.85,40.35,40.55,8783374,41.120000000000005,41.385,41.6075,41.14333333333334,45.42666666666666,44.13375,41.23037359978796,41.144325288825904,46.17555877290268,0.08604831096205601,0.2523878457476033,-0.1663395347855473,41.6075,44.16059126354728,39.05440873645272,12.345679012345666,7.6750968876103505,1.2620535709729104,-2.9904306220095656
2023-12-15,40.7,41.2,40.5,40.5,5801163,40.870000000000005,41.225,41.684999999999995,41.095000000000006,45.38458333333333,44.14,41.11800843058981,41.09659748965362,45.88101107366481,0.021410940936192446,0.20619246478532116,-0.18478152384912871,41.684999999999995,43.9930511259505,39.37694887404949,14.51612903225815,8.953936014867939,1.2219068873319885,-2.761104441776707
2023-12-18,40.55,40.95,39.9,40.05,6233118,40.480000000000004,41.105000000000004,41.714999999999996,41.04333333333333,45.3475,44.14575,40.9536994412683,41.01907174967928,43.20954095675244,-0.06537230841097852,0.15187951014606124,-0.21725181855703976,41.714999999999996,43.91933663490887,39.51066336509112,4.6153846153845715,10.492397553329463,1.2096278239511324,-4.415274463007169
2023-12-19,40.1,40.25,39.65,40.0,5540127,40.23,40.945,41.67999999999999,41.0,45.31166666666666,44.15575,40.80697645030394,40.94358495340674,42.91057355705725,-0.13660850310279926,0.09418190749628914,-0.2307904105990884,41.67999999999999,43.9683181596975,39.39168184030248,10.00000000000004,9.710504549214255,1.1660829793831946,-4.988123515439435
2023-12-20,40.3,40.9,40.2,40.9,6017796,40.4,40.885,41.519999999999996,40.95666666666667,45.285,44.161750000000005,40.8212877656418,40.94035643833958,49.662024482883574,-0.11906867269777877,0.051531791457475565,-0.17060046415525432,41.519999999999996,43.54098985648159,39.499010143518404,35.714285714285715,16.776556776556777,1.147077052284395,-0.848484848484854
2023-12-21,40.3,40.85,40.3,40.55,3254632,40.39999999999999,40.76,41.36,40.90833333333334,45.23583333333333,44.168,40.77955118631229,40.91144114661072,47.31843250246878,-0.13188996029843025,0.014847441106294403,-0.14673740140472466,41.36,43.1420213242275,39.5779786757725,25.714285714285673,23.80952380952381,1.108000119978367,-2.5240384615384692
2023-12-22,40.7,40.85,40.35,40.45,3549752,40.39,40.629999999999995,41.197500000000005,40.8625,45.165416666666665,44.174499999999995,40.72885100380271,40.877260320935854,46.64119055457501,-0.14840931713314376,-0.017803910541593228,-0.13060540659155054,41.197500000000005,42.660536226482996,39.734463773517014,22.85714285714298,28.09523809523812,1.064571539979912,-2.5301204819277
2023-12-25,40.55,41.25,40.5,40.5,3831476,40.480000000000004,40.48,41.1075,40.81916666666667,45.07875,44.17224999999999,40.69364315706383,40.849315111977646,47.04926572929066,-0.1556719549138137,-0.04537751941603732,-0.11029443549777637,41.1075,42.50831226436722,39.706687735632784,24.285714285714327,24.285714285714324,1.0456735728384896,-3.1100478468899406
2023-12-26,40.75,41.35,40.5,41.3,7226549,40.739999999999995,40.485,41.082499999999996,40.779166666666676,44.97625,44.1725,40.78692882520786,40.88269917775708,53.21450503790947,-0.0957703525492235,-0.05545608604267456,-0.04031426650654894,41.082499999999996,42.45044553985223,39.71455446014776,47.1428571428571,31.428571428571473,1.031696889064312,-1.0778443113772518
2023-12-27,41.45,41.65,40.9,40.9,6821651,40.739999999999995,40.56999999999999,41.045,40.70333333333333,44.882083333333334,44.16400000000001,40.804324390560495,40.883980720145445,50.075051608420964,-0.0796563295849495,-0.06029613475112955,-0.019360194833819955,41.045,42.389581719346815,39.70041828065319,35.714285714285715,35.714285714285715,1.0115756827025753,-2.619047619047621
2023-12-28,41.1,41.75,41.0,41.25,7654569,40.88,40.64,41.0125,40.65416666666667,44.78333333333333,44.16525000000001,40.8728898689358,40.91109325939393,52.70433897248779,-0.03820339045812915,-0.055877585892529474,0.017674195434400325,41.0125,42.30318780113615,39.72181219886386,45.71428571428576,42.85714285714286,1.0000345625095344,0.0
2023-12-29,41.5,41.7,40.85,41.1,4783888,41.01,40.7,40.9625,40.608333333333334,44.7,44.17275000000001,40.907829889099524,40.92508635129067,51.45366350870698,-0.01725646219114907,-0.048153361152253396,0.030896898961104327,40.9625,42.15450461408573,39.770495385914266,53.70370370370375,45.04409171075841,0.9893178080445678,2.621722846441954
2024-01-02,41.2,41.4,40.85,40.85,3705383,41.08,40.78,40.9425,40.55083333333334,44.61958333333334,44.175,40.898932983084215,40.91952439934322,49.351659903969974,-0.02059141625900196,-0.04264097217360311,0.02204955591460115,40.9425,42.12794295518666,39.757057044813344,57.14285714285724,52.18694885361558,0.9579379646128128,0.7398273736128447
2024-01-03,40.7,40.7,40.0,40.1,5888913,40.84,40.79,40.8675,40.490833333333335,44.52208333333333,44.173249999999996,40.776020216455876,40.85881888828076,43.597467783889535,-0.08279867182488232,-0.05067251210385895,-0.03212615972102337,40.8675,42.06678103462104,39.66821896537896,21.428571428571548,44.09171075837751,0.950228109997612,-0.987654320987652
2024-01-04,40.1,40.25,39.75,39.75,4598729,40.61,40.675,40.78,40.4475,44.43666666666666,44.16875,40.61817095238574,40.776684155815516,41.18420432078675,-0.15851320342977715,-0.07224065036904259,-0.08627255306073456,40.78,42.03594585870639,39.52405414129361,4.761904761904827,27.777777777777874,0.9180689592834969,-0.7490636704119757
2024-01-05,40.0,40.3,39.65,39.65,3395438,40.29,40.585,40.6725,40.38416666666667,44.34041666666667,44.165499999999994,40.469221575095624,40.69322607019955,40.49451060953632,-0.22400449510392662,-0.1025934193160194,-0.12141107578790722,40.6725,41.92887375012445,39.416126249875546,0.0,8.730158730158793,0.8989211764775327,-0.8750000000000036
2024-01-08,39.7,40.2,39.7,39.9,2778372,40.05,40.53,40.58,40.33583333333333,44.205416666666665,44.16400000000001,40.38164902508091,40.6344685835181,43.061682269786736,-0.2528195584371886,-0.13263864714025325,-0.12018091129693537,40.58,41.776411300515754,39.38358869948424,11.904761904761896,5.555555555555576,0.8739982353005664,-2.444987775061125
2024-01-09,40.0,40.1,38.75,38.9,8321554,39.66,40.370000000000005,40.425,40.29333333333333,44.09041666666667,44.158500000000004,40.153703021222306,40.50598942918342,36.313187373327054,-0.35228640796111677,-0.17656819930442597,-0.1757182086566908,40.425,41.64831516789495,39.201684832105045,4.999999999999953,5.6349206349206185,0.9079983613505261,-4.069050554870524
2024-01-10,38.9,39.15,38.3,38.75,4876231,39.39,40.114999999999995,40.3,40.26083333333333,43.955000000000005,44.149499999999996,39.937748710265026,40.3759161381328,35.4165876730071,-0.43816742786777496,-0.22888804501709578,-0.20927938285067918,40.3,41.66345150262189,38.936548497378105,13.043478260869637,9.982746721877165,0.9038556212540602,-4.202719406674915
2024-01-11,39.4,40.1,39.3,39.45,8418909,39.33,39.970000000000006,40.269999999999996,40.252500000000005,43.83041666666667,44.146499999999996,39.86271044714733,40.30732975753037,42.545886389323414,-0.4446193103830396,-0.27203429809028457,-0.17258501229275502,40.269999999999996,41.679751751196605,38.86024824880339,33.33333333333347,17.125603864734355,0.9357230768787703,-2.592592592592591
2024-01-12,39.45,39.75,38.9,38.95,4660238,39.190000000000005,39.74,40.19,40.24,43.71083333333333,44.146499999999996,39.72229345527851,40.20678681252812,39.21588445129018,-0.48449335724961173,-0.31452610992215,-0.1699672473274617,40.19,41.70479371532956,38.67520628467044,18.840579710145075,21.739130434782727,0.9295999999588583,-5.690072639225163
2024-01-15,39.1,39.6,38.85,39.35,3414782,39.08,39.565000000000005,40.1325,40.23916666666666,43.607916666666675,44.1475,39.665017539081816,40.14332112271123,43.05571222854811,-0.47830358362941183,-0.3472816046636024,-0.13102197896580942,40.1325,41.68274997984259,38.58225002015741,30.434782608695752,27.5362318840581,0.9167714285332256,-3.7897310513447358
